host	config	arm	seed	command
desktop3	c7	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c7	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c8	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c8	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c8	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c8	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c8	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c8	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c8	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c8	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c8	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c9	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c9	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c9	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c9	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c9	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c9	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c9	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c9	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c9	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 26 --output results/tier1b/sweep
desktop3	c10	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c10	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c10	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c11	armA	3	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 3 --output results/tier1b/sweep
desktop3	c11	armA	9	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 9 --output results/tier1b/sweep
desktop3	c11	armA	16	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 16 --output results/tier1b/sweep
desktop3	c11	armA	23	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 23 --output results/tier1b/sweep
desktop3	c11	armA	29	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 29 --output results/tier1b/sweep
desktop3	c11	armB	6	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 6 --output results/tier1b/sweep
desktop3	c11	armB	13	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 13 --output results/tier1b/sweep
desktop3	c11	armB	19	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 19 --output results/tier1b/sweep
desktop3	c11	armB	26	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 26 --output results/tier1b/sweep
desktop4	c1	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c1	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c1	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c1	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c1	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c1	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c1	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c1	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c1	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c1_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c2	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c2	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c2	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c2	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c2	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c2	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c2	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c2	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c2	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c2_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c3	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c3	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c3	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c3	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c3	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c3	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c3	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c3	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c3	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c3_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c4	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c4	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c4	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c4_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c5	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c5	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c5	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c5_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c6	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c6	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c6	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c6	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c6	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c6	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c6	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c6	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c6	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c6_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c7	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c7	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c7	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c7	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c7	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c7	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c7	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c7	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c7	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c7_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c8	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c8	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c8	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c8	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c8	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c8	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c8	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c8	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c8	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c8_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c9	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c9	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c9	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c9	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c9	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c9	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c9	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c9	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c9	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c9_armB.yaml --seed 27 --output results/tier1b/sweep
desktop4	c10	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c10	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c10	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c10_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c11	armA	4	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 4 --output results/tier1b/sweep
desktop4	c11	armA	10	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 10 --output results/tier1b/sweep
desktop4	c11	armA	17	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 17 --output results/tier1b/sweep
desktop4	c11	armA	24	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armA.yaml --seed 24 --output results/tier1b/sweep
desktop4	c11	armB	0	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 0 --output results/tier1b/sweep
desktop4	c11	armB	7	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 7 --output results/tier1b/sweep
desktop4	c11	armB	14	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 14 --output results/tier1b/sweep
desktop4	c11	armB	20	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 20 --output results/tier1b/sweep
desktop4	c11	armB	27	OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 python3 evaluation/run_shard.py --config configs/tier1b/sweep_c11_armB.yaml --seed 27 --output results/tier1b/sweep
